id,name,age,income,purchase_date,product_category,purchase_amount,rating
2612,Bob White,24,98397.0,2023-04-19 19:00:00,Sports,25.83,4.0
2613,Jane Smith,50,95670.0,2023-04-19 20:00:00,Electronics,455.73,3.0
2614,Bob White,53,26492.0,2023-04-19 21:00:00,Electronics,53.43,5.0
2615,Bob White,64,26159.0,2023-04-19 22:00:00,Books,450.75,3.0
2616,Charlie Gray,21,52976.0,2023-04-19 23:00:00,Sports,467.32,3.0
2617,Bob White,61,84134.0,2023-04-20 00:00:00,Electronics,443.51,
2618,Bob White,33,59978.0,2023-04-20 01:00:00,Electronics,48.04,4.0
2619,Alice Brown,38,29165.0,2023-04-20 02:00:00,Clothing,275.3,3.0
2620,Charlie Gray,35,92363.0,2023-04-20 03:00:00,Clothing,180.5,2.0
2621,John Doe,63,106854.0,2023-04-20 04:00:00,,89.9,3.0
2622,Jane Smith,63,65005.0,2023-04-20 05:00:00,Clothing,273.08,
2623,Bob White,45,63401.0,2023-04-20 06:00:00,Sports,25.63,2.0
2624,Jane Smith,60,47262.0,2023-04-20 07:00:00,Home & Kitchen,155.57,3.0
2625,John Doe,33,82340.0,2023-04-20 08:00:00,Clothing,263.61,4.0
2626,Jane Smith,64,60242.0,2023-04-20 09:00:00,Books,490.52,3.0
2627,John Doe,39,115238.0,2023-04-20 10:00:00,Clothing,261.12,1.0
2628,Alice Brown,23,110647.0,2023-04-20 11:00:00,Clothing,159.11,4.0
2629,Bob White,47,44957.0,2023-04-20 12:00:00,Clothing,278.39,3.0
2630,John Doe,62,63367.0,2023-04-20 13:00:00,Electronics,29.16,
2631,Jane Smith,45,101193.0,2023-04-20 14:00:00,Books,409.22,5.0
2632,Bob White,34,92442.0,2023-04-20 15:00:00,Home & Kitchen,451.4,2.0
2633,Alice Brown,53,66229.0,2023-04-20 16:00:00,Electronics,24.49,
2634,Bob White,29,23062.0,2023-04-20 17:00:00,Books,107.35,3.0
2635,John Doe,57,,2023-04-20 18:00:00,Home & Kitchen,22.57,5.0
2636,Alice Brown,29,26125.0,2023-04-20 19:00:00,Clothing,451.12,4.0
2637,Jane Smith,53,31379.0,2023-04-20 20:00:00,Electronics,14.05,3.0
2638,Alice Brown,57,45782.0,2023-04-20 21:00:00,Home & Kitchen,15.88,5.0
2639,Alice Brown,46,75029.0,2023-04-20 22:00:00,Clothing,288.86,
2640,Charlie Gray,19,90786.0,2023-04-20 23:00:00,Electronics,97.35,5.0
2641,Alice Brown,46,74638.0,2023-04-21 00:00:00,Home & Kitchen,462.89,4.0
2642,Alice Brown,47,25993.0,2023-04-21 01:00:00,Home & Kitchen,407.32,
2643,Bob White,53,56806.0,2023-04-21 02:00:00,Electronics,111.05,2.0
2644,Jane Smith,61,110386.0,2023-04-21 03:00:00,Electronics,223.87,1.0
2645,Bob White,42,64973.0,2023-04-21 04:00:00,Home & Kitchen,422.08,4.0
2646,Bob White,38,56167.0,2023-04-21 05:00:00,Sports,13.6,5.0
2647,John Doe,39,108790.0,2023-04-21 06:00:00,Clothing,239.9,3.0
2648,Bob White,27,92595.0,2023-04-21 07:00:00,Home & Kitchen,232.18,2.0
2649,Charlie Gray,48,23872.0,2023-04-21 08:00:00,Electronics,468.14,1.0
2650,Charlie Gray,64,61349.0,2023-04-21 09:00:00,Home & Kitchen,174.85,4.0
2651,John Doe,26,93998.0,2023-04-21 10:00:00,Electronics,110.08,2.0
2652,Jane Smith,58,65124.0,2023-04-21 11:00:00,,164.2,4.0
2653,Jane Smith,56,88557.0,2023-04-21 12:00:00,Electronics,150.32,4.0
2654,Bob White,51,20456.0,2023-04-21 13:00:00,Electronics,409.2,1.0
2655,Bob White,56,61305.0,2023-04-21 14:00:00,Sports,343.83,5.0
2656,Bob White,58,64511.0,2023-04-21 15:00:00,Electronics,221.94,4.0
2657,Jane Smith,40,107838.0,2023-04-21 16:00:00,Books,428.55,4.0
2658,Alice Brown,29,82213.0,2023-04-21 17:00:00,Books,297.89,3.0
2659,Charlie Gray,24,56224.0,2023-04-21 18:00:00,Sports,66.74,
2660,Alice Brown,49,58034.0,2023-04-21 19:00:00,Clothing,341.29,5.0
2661,Alice Brown,36,73025.0,2023-04-21 20:00:00,Clothing,135.52,3.0
2662,Jane Smith,39,82399.0,2023-04-21 21:00:00,Electronics,343.87,3.0
2663,Alice Brown,33,50034.0,2023-04-21 22:00:00,Sports,260.32,3.0
2664,John Doe,25,51920.0,2023-04-21 23:00:00,Sports,377.09,
2665,Bob White,47,85482.0,2023-04-22 00:00:00,Sports,244.21,5.0
2666,John Doe,23,25201.0,2023-04-22 01:00:00,Books,442.17,4.0
2667,Charlie Gray,19,112119.0,2023-04-22 02:00:00,Clothing,185.36,3.0
2668,Bob White,51,40141.0,2023-04-22 03:00:00,Books,152.39,4.0
2669,Alice Brown,46,29266.0,2023-04-22 04:00:00,Clothing,114.89,2.0
2670,Charlie Gray,57,32232.0,2023-04-22 05:00:00,Home & Kitchen,272.93,3.0
2671,Bob White,59,104234.0,2023-04-22 06:00:00,Electronics,148.97,1.0
2672,Alice Brown,60,39946.0,2023-04-22 07:00:00,Home & Kitchen,361.12,2.0
2673,John Doe,37,106865.0,2023-04-22 08:00:00,Electronics,125.5,3.0
2674,Bob White,20,81931.0,2023-04-22 09:00:00,Electronics,259.85,4.0
2675,Alice Brown,52,113142.0,2023-04-22 10:00:00,Sports,311.82,3.0
2676,John Doe,25,98820.0,2023-04-22 11:00:00,Books,243.04,1.0
2677,Charlie Gray,29,42784.0,2023-04-22 12:00:00,Books,25.94,3.0
2678,Charlie Gray,62,51704.0,2023-04-22 13:00:00,Clothing,171.35,3.0
2679,Charlie Gray,60,38440.0,2023-04-22 14:00:00,Sports,422.29,5.0
2680,Charlie Gray,49,114118.0,2023-04-22 15:00:00,Books,354.16,5.0
2681,Jane Smith,46,98195.0,2023-04-22 16:00:00,Clothing,494.28,2.0
2682,Bob White,62,116016.0,2023-04-22 17:00:00,Clothing,149.74,5.0
2683,Bob White,38,96098.0,2023-04-22 18:00:00,Clothing,465.62,3.0
2684,Jane Smith,20,86902.0,2023-04-22 19:00:00,Books,216.21,5.0
2685,Alice Brown,55,52716.0,2023-04-22 20:00:00,Electronics,41.46,4.0
2686,Alice Brown,44,105881.0,2023-04-22 21:00:00,Sports,182.71,3.0
2687,Charlie Gray,20,111283.0,2023-04-22 22:00:00,Sports,105.01,2.0
2688,John Doe,18,104159.0,2023-04-22 23:00:00,Clothing,145.86,1.0
2689,Alice Brown,63,61875.0,2023-04-23 00:00:00,Clothing,170.37,3.0
2690,John Doe,37,74395.0,2023-04-23 01:00:00,Clothing,159.06,2.0
2691,Bob White,24,,2023-04-23 02:00:00,Clothing,21.66,2.0
2692,John Doe,58,69236.0,2023-04-23 03:00:00,Clothing,150.78,
2693,Bob White,18,57799.0,2023-04-23 04:00:00,Clothing,298.19,3.0
2694,Jane Smith,27,95223.0,2023-04-23 05:00:00,Sports,389.4,2.0
2695,Jane Smith,62,76989.0,2023-04-23 06:00:00,Clothing,8.03,1.0
2696,Charlie Gray,29,100278.0,2023-04-23 07:00:00,Electronics,54.46,4.0
2697,Alice Brown,21,37942.0,2023-04-23 08:00:00,Home & Kitchen,313.53,3.0
2698,Charlie Gray,24,74327.0,2023-04-23 09:00:00,Books,43.78,3.0
2699,Bob White,27,59312.0,2023-04-23 10:00:00,Books,13.03,3.0
2700,Charlie Gray,39,73761.0,2023-04-23 11:00:00,Sports,161.08,2.0
2701,John Doe,42,89993.0,2023-04-23 12:00:00,Books,347.87,4.0
2702,Bob White,46,72951.0,2023-04-23 13:00:00,Clothing,427.09,4.0
2703,Jane Smith,56,101952.0,2023-04-23 14:00:00,Electronics,267.91,2.0
2704,Alice Brown,32,34328.0,2023-04-23 15:00:00,Sports,240.57,2.0
2705,Bob White,36,38168.0,2023-04-23 16:00:00,Sports,264.99,1.0
2706,Bob White,56,96524.0,2023-04-23 17:00:00,Electronics,226.34,4.0
2707,John Doe,63,32907.0,2023-04-23 18:00:00,Clothing,391.85,3.0
2708,Alice Brown,63,28462.0,2023-04-23 19:00:00,Sports,311.29,4.0
2709,Jane Smith,35,78729.0,2023-04-23 20:00:00,Electronics,76.91,3.0
2710,Bob White,59,64501.0,2023-04-23 21:00:00,Clothing,469.2,3.0
2711,Bob White,20,32062.0,2023-04-23 22:00:00,Electronics,98.18,5.0
2712,John Doe,23,28339.0,2023-04-23 23:00:00,Clothing,90.62,1.0
2713,Charlie Gray,39,48265.0,2023-04-24 00:00:00,Books,186.46,3.0
2714,Jane Smith,58,,2023-04-24 01:00:00,Electronics,189.81,3.0
2715,Alice Brown,63,28734.0,2023-04-24 02:00:00,Clothing,45.18,3.0
2716,Bob White,48,48940.0,2023-04-24 03:00:00,Home & Kitchen,53.6,3.0
2717,Bob White,38,54793.0,2023-04-24 04:00:00,Books,486.34,2.0
2718,Jane Smith,25,20368.0,2023-04-24 05:00:00,Sports,63.9,2.0
2719,Charlie Gray,18,34735.0,2023-04-24 06:00:00,Electronics,480.01,4.0
2720,Bob White,20,76831.0,2023-04-24 07:00:00,Clothing,346.96,3.0
2721,Jane Smith,46,30344.0,2023-04-24 08:00:00,Sports,112.84,3.0
2722,John Doe,23,86315.0,2023-04-24 09:00:00,Sports,209.04,2.0
2723,Charlie Gray,50,100760.0,2023-04-24 10:00:00,Sports,119.36,2.0
2724,Alice Brown,35,116980.0,2023-04-24 11:00:00,Sports,120.87,2.0
2725,Bob White,59,29675.0,2023-04-24 12:00:00,,325.71,3.0
2726,Jane Smith,18,60434.0,2023-04-24 13:00:00,Clothing,171.48,3.0
2727,John Doe,39,104405.0,2023-04-24 14:00:00,Home & Kitchen,424.72,3.0
2728,Alice Brown,48,31632.0,2023-04-24 15:00:00,Home & Kitchen,265.79,3.0
2729,Jane Smith,40,71901.0,2023-04-24 16:00:00,Clothing,134.49,2.0
2730,Jane Smith,25,24169.0,2023-04-24 17:00:00,Clothing,22.1,4.0
2731,Alice Brown,46,111127.0,2023-04-24 18:00:00,Home & Kitchen,298.6,2.0
2732,John Doe,61,75177.0,2023-04-24 19:00:00,Clothing,468.99,4.0
2733,John Doe,63,49633.0,2023-04-24 20:00:00,,255.54,3.0
2734,Charlie Gray,36,76410.0,2023-04-24 21:00:00,Electronics,273.18,3.0
2735,Bob White,33,29267.0,2023-04-24 22:00:00,Electronics,138.51,3.0
2736,Alice Brown,36,33085.0,2023-04-24 23:00:00,Electronics,329.97,4.0
2737,Alice Brown,54,64640.0,2023-04-25 00:00:00,Sports,256.25,3.0
2738,Alice Brown,39,,2023-04-25 01:00:00,Electronics,358.55,2.0
2739,John Doe,36,71854.0,2023-04-25 02:00:00,Home & Kitchen,64.78,4.0
2740,Bob White,21,48860.0,2023-04-25 03:00:00,Sports,119.15,
2741,Charlie Gray,22,70167.0,2023-04-25 04:00:00,Home & Kitchen,413.24,2.0
2742,Jane Smith,22,90158.0,2023-04-25 05:00:00,Books,483.6,2.0
2743,Jane Smith,42,79013.0,2023-04-25 06:00:00,Books,409.98,5.0
2744,Alice Brown,41,77296.0,2023-04-25 07:00:00,Clothing,225.86,4.0
2745,Bob White,18,76940.0,2023-04-25 08:00:00,Sports,40.76,1.0
2746,John Doe,45,75409.0,2023-04-25 09:00:00,Electronics,438.21,3.0
2747,Bob White,64,25206.0,2023-04-25 10:00:00,Books,405.17,
2748,Bob White,38,22273.0,2023-04-25 11:00:00,Sports,480.4,3.0
2749,John Doe,36,75419.0,2023-04-25 12:00:00,Electronics,207.72,2.0
2750,Alice Brown,40,103562.0,2023-04-25 13:00:00,Books,346.89,3.0
2751,Bob White,31,,2023-04-25 14:00:00,Clothing,83.57,
2752,Jane Smith,23,100000.0,2023-04-25 15:00:00,,459.15,3.0
2753,John Doe,49,104312.0,2023-04-25 16:00:00,Clothing,351.24,2.0
2754,Charlie Gray,49,73541.0,2023-04-25 17:00:00,Books,362.41,3.0
2755,Alice Brown,25,71663.0,2023-04-25 18:00:00,Home & Kitchen,338.44,1.0
2756,John Doe,54,103496.0,2023-04-25 19:00:00,Books,361.57,3.0
2757,Charlie Gray,39,76459.0,2023-04-25 20:00:00,Books,80.16,4.0
2758,Charlie Gray,25,41951.0,2023-04-25 21:00:00,Electronics,339.9,4.0
2759,Bob White,55,82601.0,2023-04-25 22:00:00,Sports,199.56,3.0
2760,Bob White,27,72890.0,2023-04-25 23:00:00,Home & Kitchen,170.9,2.0
2761,Bob White,20,36887.0,2023-04-26 00:00:00,Clothing,133.4,2.0
2762,John Doe,30,81350.0,2023-04-26 01:00:00,Home & Kitchen,432.89,3.0
2763,John Doe,56,85257.0,2023-04-26 02:00:00,Sports,370.71,3.0
2764,Alice Brown,47,85861.0,2023-04-26 03:00:00,Sports,151.87,3.0
2765,Bob White,21,29772.0,2023-04-26 04:00:00,Sports,59.06,2.0
2766,Charlie Gray,62,113949.0,2023-04-26 05:00:00,Electronics,215.58,3.0
2767,Jane Smith,23,,2023-04-26 06:00:00,Books,309.89,4.0
2768,Alice Brown,33,96088.0,2023-04-26 07:00:00,Clothing,9.98,5.0
2769,John Doe,39,,2023-04-26 08:00:00,Clothing,262.9,2.0
2770,Alice Brown,44,61252.0,2023-04-26 09:00:00,Clothing,56.27,3.0
2771,Alice Brown,38,54371.0,2023-04-26 10:00:00,Home & Kitchen,410.21,3.0
2772,Alice Brown,46,49048.0,2023-04-26 11:00:00,Electronics,337.14,4.0
2773,Alice Brown,18,55560.0,2023-04-26 12:00:00,Electronics,193.12,3.0
2774,Jane Smith,47,33184.0,2023-04-26 13:00:00,Clothing,115.46,2.0
2775,Bob White,41,49390.0,2023-04-26 14:00:00,Clothing,194.75,3.0
2776,Charlie Gray,30,32588.0,2023-04-26 15:00:00,Sports,447.96,5.0
2777,Alice Brown,47,64318.0,2023-04-26 16:00:00,Home & Kitchen,38.42,2.0
2778,Alice Brown,43,94020.0,2023-04-26 17:00:00,Sports,459.85,1.0
2779,Alice Brown,51,52881.0,2023-04-26 18:00:00,Books,42.04,5.0
2780,Bob White,37,32228.0,2023-04-26 19:00:00,Sports,23.17,2.0
2781,John Doe,23,74826.0,2023-04-26 20:00:00,Books,103.73,4.0
2782,John Doe,60,88692.0,2023-04-26 21:00:00,Books,77.4,4.0
2783,Jane Smith,26,100994.0,2023-04-26 22:00:00,Sports,466.29,2.0
2784,John Doe,54,91878.0,2023-04-26 23:00:00,Clothing,126.07,3.0
2785,Alice Brown,54,20633.0,2023-04-27 00:00:00,Sports,413.33,3.0
2786,Alice Brown,33,73788.0,2023-04-27 01:00:00,Books,163.58,
2787,Alice Brown,21,30083.0,2023-04-27 02:00:00,Electronics,78.32,4.0
2788,Jane Smith,49,27778.0,2023-04-27 03:00:00,Books,213.33,4.0
2789,Alice Brown,37,93311.0,2023-04-27 04:00:00,Home & Kitchen,53.42,2.0
2790,John Doe,46,88339.0,2023-04-27 05:00:00,Electronics,303.55,
2791,Bob White,48,60074.0,2023-04-27 06:00:00,Sports,84.35,2.0
2792,Bob White,62,29713.0,2023-04-27 07:00:00,Books,282.47,4.0
2793,Charlie Gray,34,34056.0,2023-04-27 08:00:00,Electronics,121.85,
2794,John Doe,58,,2023-04-27 09:00:00,Clothing,459.06,3.0
2795,Alice Brown,42,114720.0,2023-04-27 10:00:00,Sports,112.85,2.0
2796,Bob White,62,82647.0,2023-04-27 11:00:00,Books,236.42,4.0
2797,John Doe,33,78886.0,2023-04-27 12:00:00,Home & Kitchen,13.61,4.0
2798,Bob White,37,52077.0,2023-04-27 13:00:00,Clothing,64.83,4.0
2799,Alice Brown,59,63944.0,2023-04-27 14:00:00,Home & Kitchen,85.03,4.0
2800,Bob White,27,56331.0,2023-04-27 15:00:00,Electronics,414.7,1.0
2801,Charlie Gray,40,103508.0,2023-04-27 16:00:00,Home & Kitchen,313.79,2.0
2802,Charlie Gray,50,83207.0,2023-04-27 17:00:00,Books,24.82,3.0
2803,Bob White,60,68902.0,2023-04-27 18:00:00,Books,94.38,3.0
2804,John Doe,30,51181.0,2023-04-27 19:00:00,Home & Kitchen,434.88,3.0
2805,John Doe,42,74881.0,2023-04-27 20:00:00,Electronics,156.78,4.0
2806,John Doe,54,64225.0,2023-04-27 21:00:00,Books,108.48,2.0
2807,Bob White,53,64883.0,2023-04-27 22:00:00,Books,399.28,3.0
2808,John Doe,41,79600.0,2023-04-27 23:00:00,Home & Kitchen,201.29,2.0
2809,Alice Brown,23,44649.0,2023-04-28 00:00:00,Home & Kitchen,244.5,3.0
2810,Charlie Gray,32,104404.0,2023-04-28 01:00:00,Electronics,353.99,3.0
2811,Alice Brown,51,38272.0,2023-04-28 02:00:00,Clothing,454.48,1.0
2812,John Doe,21,41155.0,2023-04-28 03:00:00,Sports,350.78,3.0
2813,Alice Brown,31,47435.0,2023-04-28 04:00:00,Sports,199.91,2.0
2814,John Doe,21,70541.0,2023-04-28 05:00:00,Sports,482.28,3.0
2815,Bob White,45,56985.0,2023-04-28 06:00:00,Home & Kitchen,276.4,1.0
2816,Alice Brown,46,24746.0,2023-04-28 07:00:00,Books,451.65,
2817,Bob White,35,83636.0,2023-04-28 08:00:00,,444.37,4.0
2818,Bob White,37,107384.0,2023-04-28 09:00:00,Clothing,257.89,4.0
2819,Jane Smith,58,47112.0,2023-04-28 10:00:00,Books,108.15,3.0
2820,John Doe,49,43074.0,2023-04-28 11:00:00,Home & Kitchen,189.11,3.0
2821,Charlie Gray,25,57666.0,2023-04-28 12:00:00,Electronics,91.78,4.0
2822,John Doe,60,75330.0,2023-04-28 13:00:00,Electronics,83.54,
2823,Charlie Gray,63,66246.0,2023-04-28 14:00:00,Sports,447.99,
2824,John Doe,30,92480.0,2023-04-28 15:00:00,,74.69,3.0
2825,Bob White,57,118115.0,2023-04-28 16:00:00,Electronics,487.56,
2826,Alice Brown,63,29592.0,2023-04-28 17:00:00,Sports,142.62,4.0
2827,Alice Brown,60,109515.0,2023-04-28 18:00:00,Sports,232.0,3.0
2828,Jane Smith,26,91399.0,2023-04-28 19:00:00,Clothing,96.83,
2829,Charlie Gray,57,96082.0,2023-04-28 20:00:00,Electronics,189.78,3.0
2830,Charlie Gray,63,68375.0,2023-04-28 21:00:00,Clothing,301.55,
2831,Charlie Gray,64,20293.0,2023-04-28 22:00:00,Sports,458.44,2.0
2832,Bob White,50,62537.0,2023-04-28 23:00:00,Books,471.47,3.0
2833,Charlie Gray,29,24268.0,2023-04-29 00:00:00,Sports,31.34,4.0
2834,Alice Brown,54,92733.0,2023-04-29 01:00:00,Sports,268.25,3.0
2835,Bob White,42,40442.0,2023-04-29 02:00:00,Clothing,72.35,2.0
2836,John Doe,63,25282.0,2023-04-29 03:00:00,Home & Kitchen,76.87,2.0
2837,Charlie Gray,42,92731.0,2023-04-29 04:00:00,Home & Kitchen,411.34,2.0
2838,Charlie Gray,33,47820.0,2023-04-29 05:00:00,Books,166.43,1.0
2839,John Doe,33,61263.0,2023-04-29 06:00:00,Sports,492.38,5.0
2840,Charlie Gray,56,111958.0,2023-04-29 07:00:00,Home & Kitchen,399.94,4.0
2841,John Doe,52,22951.0,2023-04-29 08:00:00,Books,275.76,3.0
2842,Bob White,40,41145.0,2023-04-29 09:00:00,Sports,22.61,4.0
2843,Alice Brown,25,76170.0,2023-04-29 10:00:00,Electronics,40.76,5.0
2844,John Doe,63,95489.0,2023-04-29 11:00:00,Books,304.63,3.0
2845,Jane Smith,20,22716.0,2023-04-29 12:00:00,Home & Kitchen,420.83,3.0
2846,John Doe,41,26966.0,2023-04-29 13:00:00,Sports,260.69,1.0
2847,Charlie Gray,60,107745.0,2023-04-29 14:00:00,Books,436.83,4.0
2848,Bob White,39,111461.0,2023-04-29 15:00:00,Clothing,203.88,1.0
2849,Bob White,31,23375.0,2023-04-29 16:00:00,Books,460.64,3.0
2850,John Doe,39,28143.0,2023-04-29 17:00:00,Home & Kitchen,445.74,4.0
2851,Alice Brown,51,116006.0,2023-04-29 18:00:00,Sports,316.12,3.0
2852,Jane Smith,53,54378.0,2023-04-29 19:00:00,Electronics,449.81,3.0
2853,Bob White,48,118426.0,2023-04-29 20:00:00,Electronics,271.0,5.0
2854,Charlie Gray,38,49775.0,2023-04-29 21:00:00,Books,55.99,3.0
2855,Charlie Gray,22,97445.0,2023-04-29 22:00:00,Clothing,371.21,
2856,Alice Brown,36,75716.0,2023-04-29 23:00:00,Electronics,323.3,4.0
2857,Bob White,59,64424.0,2023-04-30 00:00:00,Clothing,341.42,4.0
2858,John Doe,38,109524.0,2023-04-30 01:00:00,Books,25.48,2.0
2859,Charlie Gray,19,68732.0,2023-04-30 02:00:00,Sports,55.33,4.0
2860,Alice Brown,20,99988.0,2023-04-30 03:00:00,,498.98,2.0
2861,Bob White,64,80295.0,2023-04-30 04:00:00,Electronics,384.73,2.0
2862,Bob White,47,61127.0,2023-04-30 05:00:00,Electronics,236.68,
2863,Bob White,51,45104.0,2023-04-30 06:00:00,Electronics,336.83,2.0
2864,Bob White,42,110493.0,2023-04-30 07:00:00,Electronics,417.34,4.0
2865,Bob White,52,39173.0,2023-04-30 08:00:00,Books,455.25,2.0
2866,Charlie Gray,46,74635.0,2023-04-30 09:00:00,Clothing,429.98,
2867,Alice Brown,29,27982.0,2023-04-30 10:00:00,Home & Kitchen,274.31,1.0
2868,Bob White,40,73129.0,2023-04-30 11:00:00,Books,455.72,2.0
2869,Jane Smith,45,,2023-04-30 12:00:00,Electronics,395.68,5.0
2870,Jane Smith,63,102164.0,2023-04-30 13:00:00,Electronics,41.72,4.0
2871,Alice Brown,34,114277.0,2023-04-30 14:00:00,Electronics,55.93,5.0
2872,John Doe,33,116050.0,2023-04-30 15:00:00,Home & Kitchen,367.74,4.0
2873,John Doe,26,115984.0,2023-04-30 16:00:00,Clothing,426.17,4.0
2874,John Doe,20,86888.0,2023-04-30 17:00:00,Electronics,224.27,3.0
2875,Jane Smith,39,103649.0,2023-04-30 18:00:00,Sports,383.37,3.0
2876,John Doe,48,33112.0,2023-04-30 19:00:00,Electronics,374.45,3.0
2877,Charlie Gray,31,73416.0,2023-04-30 20:00:00,Home & Kitchen,239.18,4.0
2878,Bob White,20,107271.0,2023-04-30 21:00:00,Home & Kitchen,205.14,2.0
2879,Jane Smith,55,21117.0,2023-04-30 22:00:00,Home & Kitchen,41.91,3.0
2880,Alice Brown,40,95711.0,2023-04-30 23:00:00,Home & Kitchen,490.16,3.0
2881,Alice Brown,38,112803.0,2023-05-01 00:00:00,Books,106.12,2.0
2882,Bob White,41,93706.0,2023-05-01 01:00:00,Electronics,78.87,4.0
2883,Jane Smith,49,53226.0,2023-05-01 02:00:00,Sports,45.02,4.0
2884,John Doe,62,20518.0,2023-05-01 03:00:00,Books,257.66,1.0
2885,John Doe,22,,2023-05-01 04:00:00,Clothing,38.43,2.0
2886,Charlie Gray,50,46461.0,2023-05-01 05:00:00,Books,439.44,3.0
2887,Charlie Gray,61,78477.0,2023-05-01 06:00:00,Electronics,104.77,4.0
2888,John Doe,64,102682.0,2023-05-01 07:00:00,Books,458.99,4.0
2889,Alice Brown,36,28385.0,2023-05-01 08:00:00,Home & Kitchen,429.63,1.0
2890,Alice Brown,51,89225.0,2023-05-01 09:00:00,,24.74,2.0
2891,Charlie Gray,20,116974.0,2023-05-01 10:00:00,Home & Kitchen,290.02,3.0
2892,Bob White,56,76469.0,2023-05-01 11:00:00,Books,95.22,5.0
2893,John Doe,45,61907.0,2023-05-01 12:00:00,Clothing,72.42,4.0
2894,Charlie Gray,28,70401.0,2023-05-01 13:00:00,Electronics,260.27,3.0
2895,Charlie Gray,27,56784.0,2023-05-01 14:00:00,Electronics,99.51,
2896,John Doe,57,96098.0,2023-05-01 15:00:00,Books,228.59,4.0
2897,John Doe,19,41763.0,2023-05-01 16:00:00,Home & Kitchen,31.09,3.0
2898,Alice Brown,63,39032.0,2023-05-01 17:00:00,Clothing,237.93,2.0
2899,Bob White,62,28120.0,2023-05-01 18:00:00,Home & Kitchen,89.35,3.0
2900,Bob White,56,56148.0,2023-05-01 19:00:00,Electronics,62.38,4.0
2901,John Doe,44,67030.0,2023-05-01 20:00:00,Home & Kitchen,46.35,2.0
2902,Jane Smith,26,103794.0,2023-05-01 21:00:00,Clothing,320.86,2.0
2903,Charlie Gray,56,31231.0,2023-05-01 22:00:00,Clothing,36.98,5.0
2904,Charlie Gray,18,25502.0,2023-05-01 23:00:00,Home & Kitchen,293.19,3.0
2905,John Doe,50,58446.0,2023-05-02 00:00:00,Sports,43.96,4.0
2906,Jane Smith,55,79162.0,2023-05-02 01:00:00,Clothing,248.62,2.0
2907,Alice Brown,50,66737.0,2023-05-02 02:00:00,Clothing,118.72,3.0
2908,John Doe,20,25080.0,2023-05-02 03:00:00,Sports,75.06,5.0
2909,John Doe,49,77922.0,2023-05-02 04:00:00,Electronics,480.42,1.0
2910,Charlie Gray,30,74785.0,2023-05-02 05:00:00,Books,177.47,3.0
2911,John Doe,38,71181.0,2023-05-02 06:00:00,Books,165.45,3.0
2912,John Doe,21,82564.0,2023-05-02 07:00:00,Books,486.09,3.0
2913,John Doe,34,109053.0,2023-05-02 08:00:00,Books,378.37,3.0
2914,Charlie Gray,59,77484.0,2023-05-02 09:00:00,Electronics,300.12,4.0
2915,Alice Brown,21,70343.0,2023-05-02 10:00:00,Sports,102.34,4.0
2916,Alice Brown,37,68517.0,2023-05-02 11:00:00,Clothing,314.15,4.0
2917,John Doe,29,49195.0,2023-05-02 12:00:00,Electronics,397.85,2.0
2918,Charlie Gray,43,67590.0,2023-05-02 13:00:00,Books,433.12,3.0
2919,Alice Brown,62,39784.0,2023-05-02 14:00:00,Home & Kitchen,433.61,3.0
2920,Alice Brown,53,51908.0,2023-05-02 15:00:00,Books,51.23,
2921,Alice Brown,33,69827.0,2023-05-02 16:00:00,Electronics,143.79,4.0
2922,Charlie Gray,24,71231.0,2023-05-02 17:00:00,Electronics,243.07,3.0
2923,Charlie Gray,50,75480.0,2023-05-02 18:00:00,Clothing,239.77,4.0
2924,John Doe,19,91569.0,2023-05-02 19:00:00,Home & Kitchen,245.87,4.0
2925,Bob White,50,52700.0,2023-05-02 20:00:00,Books,469.11,3.0
2926,Alice Brown,31,35646.0,2023-05-02 21:00:00,Home & Kitchen,202.12,5.0
2927,Bob White,37,43022.0,2023-05-02 22:00:00,Sports,408.11,3.0
2928,Charlie Gray,54,49351.0,2023-05-02 23:00:00,Sports,240.85,4.0
2929,Charlie Gray,44,37325.0,2023-05-03 00:00:00,Clothing,220.56,1.0
2930,Charlie Gray,64,36806.0,2023-05-03 01:00:00,Home & Kitchen,472.18,2.0
2931,Bob White,59,82014.0,2023-05-03 02:00:00,Electronics,153.0,3.0
2932,Charlie Gray,38,86870.0,2023-05-03 03:00:00,Books,153.65,
2933,John Doe,19,87484.0,2023-05-03 04:00:00,Electronics,422.76,4.0
2934,Charlie Gray,60,56058.0,2023-05-03 05:00:00,Sports,226.01,1.0
2935,Jane Smith,33,31658.0,2023-05-03 06:00:00,Home & Kitchen,306.96,4.0
2936,Bob White,36,92032.0,2023-05-03 07:00:00,Clothing,38.13,2.0
2937,Jane Smith,21,44816.0,2023-05-03 08:00:00,Home & Kitchen,264.24,4.0
2938,Charlie Gray,27,81222.0,2023-05-03 09:00:00,Sports,274.39,5.0
2939,John Doe,39,64241.0,2023-05-03 10:00:00,Electronics,315.03,4.0
2940,Alice Brown,29,92211.0,2023-05-03 11:00:00,Home & Kitchen,47.04,2.0
2941,Charlie Gray,19,114171.0,2023-05-03 12:00:00,Home & Kitchen,431.79,4.0
2942,John Doe,19,34293.0,2023-05-03 13:00:00,Books,212.94,
2943,Bob White,58,76148.0,2023-05-03 14:00:00,Clothing,151.57,
2944,Jane Smith,61,110468.0,2023-05-03 15:00:00,Clothing,290.09,
